family,subfamily,tribe,subtribe,genus,species,attraction_strategies
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Acianthera,Acianthera_polystachya,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Acianthera,Acianthera_prolifera,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Acianthera,Acianthera_sonderana,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Acianthera,Acianthera_teres,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Anathallis,Anathallis_minutalis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Anathallis,Anathallis_obovata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Anathallis,Anathallis_welteri,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Andinia,Andinia_pendens,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dilomilis,Dilomilis_montana,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_chestertonii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_chimaera,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_chiroptera,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_erythrochaete,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_felix,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_lafleurii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_marsupialis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_morleyi,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_pubescens,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_sodiroi,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_radiosa,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_radiella,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_trigonopetala,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_vampira,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_veluntina,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_vinacea,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dracula,Dracula_wallisii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Dresslerella,Dresslerella_pertusa,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Echinosepala,Echinosepala_aspasicensis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lankesteriana,Lankesteriana_barbulata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_amplisepala,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_glicensteinii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_helleri,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_jugum,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_lindleyana,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_mittelstaedtii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_pygmaea,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_sabinadaleyana,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_stenorhyncha,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_turialvae,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_sp,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Lepanthes,Lepanthes_yubarta,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_angulata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_asterotricha,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_bicolor,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_borucana,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_calura,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_chasei,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_coccinea,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_coriacea,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_demissa,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_floribunda,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_fonsecae,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_fractiflexa,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_fulvescens,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_ignea,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_infracta,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_hortensis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_lata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_luerorum,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_melanoxantha,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_pachyura,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_peristeria,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_phoenix,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_picturata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_regina,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_rolfeana,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_rosea,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_striatella,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_tuerckheimii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_utriculata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_veitchiana,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Masdevallia,Masdevallia_zahlbruckneri,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Muscarella,Muscarella_quinqueseta,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Myoxanthus,Myoxanthus_colossus,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Myoxanthus,Myoxanthus_serripetalus,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Octomeria,Octomeria_costaricensis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Octomeria,Octomeria_crassifolia,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Octomeria,Octomeria_grandiflora,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Phloeophila,Phloeophila_pelecaniceps,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Platystele,Platystele_calantha,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_canaligera,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_chloroleuca,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_colossus,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_cordata,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_dentipetala,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_divaricans,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_dorotheae,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_dunstervillei,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_eumecocaulon,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_helleri,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_homalantha,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_marthae,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_microcardia,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_millei,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_navisepala,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_phyllocardia,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_phyllocardioides,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_phymatodea,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_quadricaudata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_quadrifida,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_rowleei,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_ruscifolia,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_secunda,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_silvae-pacis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_tetragona,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_tridentata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Pleurothallis,Pleurothallis_xanthochlora,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Porroglossum,Porroglossum_hystrix,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Porroglossum,Porroglossum_marniae,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Restrepiella,Restrepiella_ophiocephala,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Scaphosepalum,Scaphosepalum_beluosum,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Scaphosepalum,Scaphosepalum_decorum,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Scaphosepalum,Scaphosepalum_digitale,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Scaphosepalum,Scaphosepalum_dodsonii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Scaphosepalum,Scaphosepalum_ophidion,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_alajuelensis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_calyptrostele,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_dunstervillei,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_endotrachys,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_fulgens,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_grobyi,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_juddii,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_pfavii,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_remotiflora,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_spectabilis,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_trilobata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Specklinia,Specklinia_vierlingii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_acuminata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_aemula,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_argentata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_cassidis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_galeata,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_gelida,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_hymenantha,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_immersa,0
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_lankesteri,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_latisepala,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_lauta,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_oblongifolia,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_parvula,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_pilosa,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_pittieri,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_pompalis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_sclerophylla,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_segoviensis,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_superbiens,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Stelis,Stelis_vulcanica,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Teagueia,Teagueia_sp,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Trichosalpinx,Trichosalpinx_blaisdellii,1
Orchidaceae,Epidendroideae,Epidendreae,Pleurothallidinae,Trichosalpinx,Trichosalpinx_reflexa,1
Orchidaceae,Epidendroideae,Epidendreae,Ponerinae,Isochilus,Isochilus_aurantiacus,1
Orchidaceae,Epidendroideae,Epidendreae,Ponerinae,Isochilus,Isochilus_carnosiflorus,0
Orchidaceae,Epidendroideae,Gastrodieae,Gastrodinae,Gastrodia,Gastrodia_elata,1
Orchidaceae,Epidendroideae,Gastrodieae,Gastrodinae,Gastrodia,Gastrodia_javanica,0
Orchidaceae,Epidendroideae,Gastrodieae,Gastrodinae,Gastrodia,Gastrodia_sesamoides,0
Orchidaceae,Epidendroideae,Gastrodieae,Gastrodinae,Gastrodia,Gastrodia_similis,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ambrosia,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_annandalei,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_apertum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_auratum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_baileyi,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_cheiri,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_corolliferum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_correae,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ecornutum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_elevatopunctatum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_emiliorum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_epicranthes,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_epiphytum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ericssonii,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_giellerupii,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_glutinosum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_gracillimum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_graveolens,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_hahlianum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_hortorum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_involutum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ipanemense,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lasianthum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lepidium,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lilacinum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lobbii,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_longifolium,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_macranthoides,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_macphersonii,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_macranthum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_mandibulare,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_nipondhii,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ornatissimum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_patens,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_peninsulare,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_penicillium,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_praetervisum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_regnellii,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_rothschildianum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_saltatorium,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_schinzianum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_sinapis,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_striatellum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_subumbellatum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_tollenoniferum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_variegatum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_vinaceum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_warmingianum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_weddellii,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_adae,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_anosmum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_aphyllum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_calocephalum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_canaliculatum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_crumenatum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_cunninghamii,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_curvicaule,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_devonianum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_fimbriatum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_finisterrae,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_infundibulum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_jiajiangense,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_kingianum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_lawesii,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_leonis,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_lichenastrum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_loddigesii,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_monophyllum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_nugentii,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_secundum,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_setifolium,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_sinense,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_speciosum,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_toressae,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_truncatum,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Hammarbya,Hammarbya_paludosa,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_kumokiri,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_liliifolia,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_reflexa,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Malaxis,Malaxis_massonii,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Malaxis,Malaxis_monophyllos,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Malaxis,Malaxis_paludosa,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Malaxis,Malaxis_unifolia,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Oberonia,Oberonia_falconeri,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Oberonia,Oberonia_rufilabris,1
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Cephalanthera,Cephalanthera_austinae,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Cephalanthera,Cephalanthera_damasonium,1
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Cephalanthera,Cephalanthera_longifolia,1
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Cephalanthera,Cephalanthera_rubra,1
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_atrorubens,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_flava,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_gigantea,1
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_helleborine,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_leptochila,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_microphylla,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_muelleri,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_palustris,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_purpurata,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_thundbergii,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Epipactis,Epipactis_veratrifolia,1
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Limodorum,Limodorum_abortivum,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Neottia,Neottia_cordata,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Neottia,Neottia_listeroides,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Neottia,Neottia_nidus-avis,0
