family,subfamily,tribe,subtribe,genus,species,terrestrial,epiphytic,tropic,subtropic,temperate,pollination_vectors
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_aphanopetalum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_auratum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_baileyi,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_betchei,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_bicolor,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_bicoloratum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_capuronii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_cheiri,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_cirrhoglossum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_clavatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_cleistogamum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_complanatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_corolliferum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_correae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_cryptostachyum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_curvimentatum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_dasyphyllum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_densum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_dischidiifolium,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ecornutum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_elevatopunctatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_elliotii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_emiliorum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_epicranthes,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_epiphytum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_erectum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ericssonii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_giellerupii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_glutinosum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_gracillimum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_graveolens,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_hahlianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_hildebrandtii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_histrionicum,0,0,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_hortorum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_humboltii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_incurvum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_involutum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ipanemense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lasianthum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lepidium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lecouflei,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lilacinum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_lobbii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_longifolium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_luteobracteatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_macranthoides,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_macphersonii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_macranthum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_malawiense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_mandibulare,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_nipondhii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_nutans,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_obtusatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_occlusum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_occultum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_oreonastes,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_ornatissimum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_patens,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_peninsulare,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_penicillium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_praetervisum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_prismaticum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_pulvinatum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_pusillum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_quadrifarium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_regnellii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_rothschildianum,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_saltatorium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_sambiranense,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_schinzianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_scrobiculilabre,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_sinapis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_striatellum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_subumbellatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_tollenoniferum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_triandrum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_trifarium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_variegatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_verruciferum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_vinaceum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_warmingianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Bulbophyllum,Bulbophyllum_weddellii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_aciculare,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_acinaciforme,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_adae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_albosanguineum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_aloifolium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_angulatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_anosmum,0,1,0,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_aphyllum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_aqueum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_atavus,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_bicameratum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_bigibbum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_bilobulatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_blumei,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_brevimentum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_brymerianum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_calcaratum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_calocephalum,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_canaliculatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_capillipes,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_carniferum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_chrysanthum,1,1,1,1,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_chryseum,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_chrysotoxum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_clausum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_cleistogamum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_crepidatum,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_crumenatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_crystalinum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_cunninghamii,0,1,0,0,1,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_curvicaule,1,0,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_dantaniense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_dendrocolloides,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_denneanum,0,1,1,1,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_denudans,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_devonianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_distichum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_draconis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_ellipsophyllum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_erostelle,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_exile,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_falconeri,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_falcorostrum,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_farmeri,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_fimbriatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_findlayanum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_finisterrae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_formosum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_gibsonii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_gratiotissimum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_griffithianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_hainanense,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_hancockii,0,1,1,1,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_hendersonii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_heterocarpum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_homoglossum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_hosei,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_indivisum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_indragiriense,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_infundibulum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_insigne,1,1,0,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_jenkinsii,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_jiajiangense,0,0,0,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_keithii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_kinabaluense,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_kingianum,0,0,1,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_lamellatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_lawesii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_leonis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_lichenastrum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_lindleyi,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_linguella,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_linguiforme,0,1,0,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_loddigesii,0,1,0,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_macrostachyum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_mannii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_mastersianum,0,0,0,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_mirabelianum,0,1,0,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_monophyllum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_moschatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_mucronatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_nathanielis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_nobile,0,1,1,1,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_noesae,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_nugentii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_ochreatum,1,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_orbilobatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_pachyglossum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_pachyphyllum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_pachystele,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_palpebrae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_pandaneti,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_panduriferum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_parcum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_parishii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_paucilacinatum,0,0,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_pendulum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_planibulbe,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_polyanthum,0,1,1,1,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_primulinum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_pulchellum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_quadriferum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_salaccense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_scoriarum,0,1,1,1,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_secundum,1,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_senile,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_setifolium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_simplex,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_sinense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_speciosum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_subulatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_stuartii,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_tetraedre,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_thyrsiflorum,1,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_toressae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_tortile,1,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_trantuanii,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_trigonopus,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_truncatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_virgineum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium_wardianum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_cleistogama,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_disticha,1,0,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_flavescens,1,0,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_kumokiri,1,0,0,0,1,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_liliifolia,1,0,1,0,0,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_loeselii,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_reflexa,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_salassia,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_scaposa,1,1,1,0,0,0
Orchidaceae,Epidendroideae,Malaxideae,Malaxidinae,Liparis,Liparis_viridiflora,1,1,1,0,0,0
